,TotalCoinsMined,TotalCoinSupply
0,-0.11674788218135108,-0.1528646803346603
1,-0.09358885145311023,-0.14499604069706817
2,0.5258723062274735,4.493763595508499
3,-0.11635442029638662,-0.15255407673512664
4,-0.11438444678352847,-0.15286468095586875
5,-0.11536430774308988,-0.15162226407290025
6,-0.11654966567995537,-0.15253928605794842
7,-0.11637035512892488,-0.15286468095586875
8,-0.11425988223758446,-0.14975863874844747
9,-0.11658584095013273,-0.15255407673512664
10,-0.05657633754931816,-0.09960980500344951
11,0.13359401392656364,0.15773953978625965
12,-0.11671959536345351,-0.15253928605794842
13,-0.11648461138678878,-0.1526797974911413
14,-0.11662128114591098,-0.15255407673512664
15,-0.11618727956441885,-0.14768794394349996
16,-0.11650317050156582,-0.15256886741230483
17,-0.11647999223163803,-0.15191807761646417
18,-0.11634985679146585,-0.1526166622431893
19,-0.10280169965905643,-0.15286468095586875
20,-0.07969434534547273,-0.12328332659947558
21,-0.11674788117174933,5.5267553554716216
22,-0.11301226402664574,-0.15035328922747868
23,-0.11391790746224337,-0.1491670116613196
24,-0.11658639538461398,-0.1513856132380491
25,-0.1140469201716628,-0.15286468095586875
26,-0.11105116342337926,-0.1492113836928542
27,-0.11566039857861417,-0.15162226407290025
28,-0.11601388167456206,-0.15215227319890373
29,-0.11674694857552236,-0.15285728561727965
30,-0.11658942063448739,-0.15255407673512664
31,-0.11672507673493679,-0.15284989027869056
32,-0.11664464309808505,-0.15267033145774725
33,-0.11663821003877976,-0.1525984487666612
34,0.7611657429147287,0.43876240617199486
35,-0.11667535672775332,-0.15279989778982825
36,0.23287094125963342,0.09199497972917581
37,0.29529777751560093,0.15773953978625965
38,0.1584564427080245,0.04680946094978522
39,-0.11628894321541525,-0.15255407673512664
40,-0.11194411727164491,-0.1484305474891327
41,-0.11631997071514064,-0.15239137928616647
42,-0.11662322583446309,-0.15286468095586875
43,-0.10661171324916122,-0.15286468095586875
44,-0.11672280259835122,-0.15269849567295118
45,-0.11216804679199709,-0.1478950134239947
46,-0.09734322957603103,-0.13185290275895228
47,-0.11530650860188539,-0.151829333553395
48,-0.1158335656734233,-0.15179611812965593
49,-0.1147886665350394,-0.15108979969448516
50,-0.07990798913551204,-0.15286468095586875
51,1.871633401979889,1.1871706713887424
52,-0.11636048362976492,-0.15253928605794842
53,-0.11628501740066265,-0.15255407673512664
54,-0.11342393399408585,-0.14893892758669008
55,-0.11632371210159967,-0.15256886741230483
56,-0.11672364513035362,-0.1528447135416782
57,-0.11539928027534548,-0.1513856132380491
58,-0.11591052903029063,-0.1522434725143845
59,-0.11586049109081444,-0.14990654552022945
60,0.35060783094529335,-0.15286468095586875
61,-0.11662049333057693,-0.1527167741840868
62,-0.08132766315342883,-0.11708307472637557
63,-0.11639276701746361,-0.15262536779912553
64,-0.11529741394862997,-0.15286468095586875
65,-0.06481783335037661,0.0689954767170801
66,-0.11642445092236536,-0.15255407673512664
67,-0.10940173790602552,-0.1478802227468165
68,-0.11641523361153508,-0.15286468095586875
69,-0.11667719752549524,-0.15280892010290695
70,-0.11186059850020683,-0.1466525965410262
71,-0.11512463661949233,-0.1514151945924055
72,0.5266655571341938,-0.15286468095586875
73,-0.11672364923037913,-0.15255407673512664
74,-0.11621641211746132,-0.1491670116613196
75,-0.11618615580094135,-0.15210739828434508
76,-0.11563495934820156,-0.15286468095586875
77,-0.11674785727054926,-0.15286466616519157
78,-0.10438386162751802,-0.1397305596216302
79,-0.11498633911570297,-0.1513856132380491
80,-0.11579234428982677,-0.15216934211366906
81,-0.08114131740389971,-0.1188461234460166
82,-0.11671645706345435,-0.1527167741840868
83,-0.11624450065251643,-0.1522434725143845
84,-0.11669788262660642,-0.15168142678161303
85,-0.11674347352287673,-0.15286098328657421
86,-0.11672138525387506,-0.15286468095586875
87,-0.0926282450902169,-0.1291995974707542
88,-0.11564532861954822,-0.1513856132380491
89,-0.1162397709766418,-0.15252449538077023
90,-0.1160450888708044,-0.15286468095586875
91,-0.1156247302915251,-0.15162226407290025
92,-0.11412276884419939,-0.14893892758669008
93,-0.11659532735955494,-0.15278333223138868
94,-0.11455309888995893,-0.15286468095586875
95,-0.11588762120339312,-0.1521991004828499
96,-0.11602154724224925,-0.15286468095586875
97,-0.11349981672293318,-0.13807400377767218
98,3.923121817445324,2.575533684843628
99,0.034836811440387395,-0.004957909173902847
100,-0.07695570084702905,-0.12093437774291008
101,-0.11562474301724908,-0.14546934236677045
102,-0.11525115714484363,-0.15130988497089673
103,-0.11588924633931083,-0.15185891490775139
104,-0.11558039329797488,-0.15286468095586875
105,-0.1076388170693354,-0.1280163432964985
106,-0.11615124219960046,-0.15286468095586875
107,-0.11372966733371799,-0.15040371934289734
108,-0.11670349436310264,-0.1526871928297304
109,-0.11674389036832021,-0.15282581105624446
110,-0.11291477776555346,-0.14546934236677045
111,-0.11340587058946248,-0.1504981726073573
112,-0.11671566716061656,-0.15286468095586875
113,-0.1165921229108904,-0.1527167741840868
114,-0.09935340065642596,-0.13807400377767218
115,-0.10095823257955713,-0.13807400377767218
116,-0.11668884753401867,-0.15256886741230483
117,-0.11531878663016988,-0.15286468095586875
118,-0.11660817883285422,-0.15286468095586875
119,-0.11652533100851233,-0.15281481659864285
120,-0.11649318449671764,-0.15256886741230483
121,-0.015560854542138394,-0.004957909173902847
122,-0.10119769385270312,-0.12564983494798704
123,-0.11673428689781119,-0.15285551845675177
124,-0.11647435548684827,-0.15255407673512664
125,-0.11674594701816146,1.2078776194382175
126,-0.11671466056673287,-0.15286468095586875
127,-0.11535074448803713,-0.1517110081359694
128,-0.11604068906574364,-0.15237658860898826
129,-0.11644625965907394,-0.15189161561592465
130,-0.11642421388566594,-0.1520695341507689
131,-0.11655983314986747,-0.15278984012934707
132,-0.11639970610210167,-0.15255407673512664
133,-0.11674065787316987,-0.15286468095586875
134,-0.11603314503977806,-0.1497550889859247
135,-0.11508830799426895,-0.1491670116613196
136,-0.11455309888995893,-0.1513856132380491
137,-0.11651753439848395,-0.15261462389559532
138,-0.11624214766825713,-0.15212514709695893
139,0.6096883039755735,-0.15286468095586875
140,-0.11580281352454765,-0.13807400377767218
141,-0.11645091658693733,-0.15247571572743654
142,-0.11639962143830064,-0.1526280301210176
143,-0.1162870337957555,-0.15255407673512664
144,-0.11652039268948923,-0.15255407673512664
145,-0.11213883625543837,-0.14975863874844747
146,-0.11649660337793007,-0.15165240599392169
147,-0.11666734128587344,-0.15253928605794842
148,0.12459757056700324,0.23982779812525074
149,-0.11521513140524453,-0.15162226407290025
150,-0.1166353123135946,-0.15270937884549768
151,0.36039758874875544,0.16700264508942061
152,0.10425479460580665,-0.15286468095586875
153,-0.11655038010711534,-0.1522434725143845
154,-0.1158594993753729,-0.14959516283656607
155,-0.11575780883348384,-0.15162226407290025
156,-0.11662273545382633,-0.15242096064052285
157,-0.11673391412337329,-0.15037465122503904
158,-0.11636898971295069,-0.15250970470359204
159,-0.11651946598882314,-0.14718506091944128
160,0.6946909690772644,1.3114123596855938
161,-0.11665181560699436,-0.1522730538687409
162,-0.06961525103774083,-0.12110194358763547
163,-0.11630892626051935,-0.15256886741230483
164,-0.11660366805402875,-0.15256886741230483
165,-0.1164482054560184,-0.15249491402641385
166,-0.1137946924966919,-0.151755380167504
167,-0.11672164390919458,-0.14957042738135493
168,-0.11638217016032543,-0.14509957543731555
169,-0.11491632683226324,-0.15153352000983106
170,-0.11621262517585086,-0.15080877682809943
171,-0.11673435339977285,-0.1528555632725036
172,-0.11590092007465798,-0.15236919327039916
173,-0.09890226081735773,-0.12328332659947558
174,-0.11664854005856914,-0.15220896093923228
175,-0.11455309888995893,-0.1513856132380491
176,-0.11663814389249942,-0.14990654552022945
177,-0.11671764079837244,-0.15249491402641385
178,-0.10232815082243209,-0.14314720604979358
179,-0.114204169220577,-0.14990654552022945
180,-0.11640628967559287,-0.15212514709695893
181,-0.11580049352361038,-0.15153352000983106
182,-0.11657619758463614,-0.1527167741840868
183,-0.11673481472146663,-0.15255407673512664
184,-0.11661084428854195,-0.15272067892286184
185,-0.11673344940446818,-0.15282030892433418
186,-0.11669121443320987,-0.15255407673512664
187,-0.09480004097115433,-0.13511586834203285
188,-0.11670530672563384,-0.15286468095586875
189,-0.1141833824851373,-0.14990654552022945
190,-0.11302555945338488,-0.15286468095586875
191,-0.11654801038194612,-0.1527073333244253
192,-0.10214817726592264,-0.10701358170345933
193,-0.11650384065692526,-0.15242096064052285
194,0.31294230095135384,0.14294886260806305
195,-0.1151230007991921,-0.1517701708446822
196,-0.11601212653512545,-0.15286468095586875
197,-0.11093876208489833,-0.13067866518857388
198,-0.11658177566108348,-0.15254816046425534
199,-0.11348386990321699,-0.15227305537738997
200,-0.11669301077629701,-0.1528277024288793
201,-0.11455309888995893,-0.1513856132380491
202,-0.11635680147999289,-0.1484126871252316
203,-0.09299674841724251,-0.041845858056325146
204,-0.11617272807020335,-0.1524770832882391
205,-0.11662467779395932,-0.15255407673512664
206,-0.11437308084517349,-0.1510158463085942
207,-0.11634529793917855,-0.15242096064052285
208,-0.11243956622481853,-0.004957909173902847
209,-0.09866286118638723,-0.14546934236677045
210,1.9066856357251794,-0.14029260535440166
211,-0.11666331089537323,-0.15280768764344696
212,-0.11565049099655919,-0.15212514709695893
213,-0.11637280326026034,-0.15229464825742106
214,-0.11669412016475762,-0.1522434725143845
215,-0.11540105787497543,-0.14949240655923993
216,-0.11630892626051935,-0.15256886741230483
217,-0.11661467106870574,-0.15197724032517695
218,-0.11647536653614393,-0.15256886741230483
219,-0.11630357046817617,-0.15237658860898826
220,-0.11508883761764743,-0.15173319415173672
221,-0.1165046851577214,-0.15245054199487926
222,-0.11650833517993273,-0.14324098141314645
223,-0.11673000283266192,-0.15279072756997777
224,-0.11672641493111724,-0.15255407673512664
225,-0.11656400686915346,-0.15073482344220845
226,0.6253776594852309,0.32805295835833853
227,-0.1166716586205483,-0.1526724021525522
228,-0.11667510868964441,-0.15281563819117874
229,-0.11651704068749992,-0.1526428207981958
230,-0.11608444921815372,-0.15169865496239018
231,-0.11672826116164954,-0.15282453482787345
232,-0.11654251521292017,-0.15249491402641385
233,-0.11670670573719888,-0.15271677419887747
234,-0.11622189490186867,-0.14546934236677045
235,-0.11669244113157151,-0.15255407673512664
236,-0.11662367813653118,-0.1527263289615439
237,-0.11648842168328795,-0.15256886741230483
238,-0.10496228531529075,1.3262030368637903
239,-0.11674111923911905,-0.15254027210802387
240,-0.11650713023192197,-0.1501284056779024
241,-0.11668373803325932,-0.15205119371106796
242,-0.11433362046863889,-0.15123770646626714
243,-0.11667950991237498,-0.15281498428055001
244,-0.11642909395582632,-0.15264984856652689
245,-0.11608098606814372,-0.13807400377767218
246,-0.11659596773607407,-0.15261323944383942
247,-0.09480004097115433,-0.13807400377767218
248,-0.11455653573952188,-0.1513856132380491
249,-0.116340843745331,-0.15255407673512664
250,-0.11595665538333828,-0.15235549084687572
251,-0.11669887574451505,-0.1528316548380069
252,-0.11645898916420105,-0.1513856132380491
253,-0.11648046629447348,-0.1523189049679933
254,-0.11431978481561482,-0.15123770646626714
255,-0.11534111307257866,-0.0937019722430824
256,-0.1143086912999114,-0.15123341672616514
257,-0.1162755365252138,-0.1513856132380491
258,-0.11652570070768874,-0.1521510012006664
259,-0.10793754956560313,-0.14694841008459011
260,-0.11407758897756055,-0.14546934236677045
261,-0.1166300465873103,-0.15255093932189293
262,-0.11672267986929105,-0.15244166758857233
263,-0.11673690918209345,-0.13807400377767218
264,-0.11454112096485461,0.9564361074088755
265,-0.1163710083218351,-0.1522730538687409
266,-0.11630286648003865,-0.15233931018622834
267,-0.11027029647989323,-0.12328332659947558
268,-0.08782616900331502,-0.11588798801037728
269,-0.11649789222162814,-0.15242096064052285
270,-0.1162791043227527,-0.1513116598521581
271,0.7756298690988795,1.1782962650818243
272,-0.11652087409188196,-0.14990530014521103
273,-0.11644778133737162,-0.1517997521990386
274,-0.11455309888995893,-0.1513856132380491
275,-0.115232691504264,-0.1513116598521581
276,0.3837042424620203,0.5866691779539608
277,-0.11631366206380916,-0.15286468095586875
278,-0.11382337051624491,-0.14783167431613914
279,-0.11634388348660019,-0.15242096064052285
280,-0.07703398390554511,-0.12328332659947558
281,-0.11665633026955116,-0.1527167741840868
282,-0.11597665842717897,-0.1513856132380491
283,-0.11536644037759862,-0.15108979969448516
284,-0.11659854204017443,-0.1513856132380491
285,-0.11634989860195058,-0.1525795640300401
286,-0.11628109437749448,-0.15242096064052285
287,-0.11663446159328572,-0.151755380167504
288,-0.1161763094011445,-0.15197724032517695
289,-0.1166903164153012,-0.15258513715720085
290,0.0817688333340136,0.5866691779539608
291,-0.11643706208661089,-0.15206598438824614
292,-0.11626685185100946,-0.15258516396350383
293,-0.11635717057696049,-0.15255407673512664
294,3.4619596556455434,2.8052707546834497
295,-0.06756256807964336,-0.0789112950648858
296,-0.11437811388043552,-0.1508309628438667
297,-0.11405980712676482,-0.1365949360598525
298,-0.1157090521745617,-0.1513856132380491
299,-0.11635291874251677,-0.15255407673512664
300,-0.11647201491330511,-0.15272406197966212
301,-0.11633826399928136,-0.15260723603817405
302,1.1003638817594512,1.1296739027017004
303,-0.1167372337028872,0.0024374294151954484
304,-0.11666009173463143,-0.15195357575936555
305,3.0219399282111805,-0.15286468095586875
306,-0.1165349003213011,-0.15256886741230483
307,-0.11636481096662318,-0.15162226407290025
308,-0.1160313578036619,-0.1513856132380491
309,-0.1160078781132718,-0.1513856132380491
310,-0.11631903131041102,-0.1521510012006664
311,-0.11665570216620502,-0.15280256011172033
312,-0.11655152337550562,-0.15154995410873187
313,-0.11619918704985932,-0.15151297655792711
314,0.4522953680102257,0.5127157920629778
315,-0.11658848904962825,-0.15246533267205745
316,-0.0023655349337061973,0.15773953978625965
317,-0.11273936433271745,-0.14694841008459011
318,-0.05742603357758132,-0.12624146203511488
319,-0.11672284643329098,-0.1526319743065287
320,-0.11665644910449638,-0.15246533267205745
321,-0.11622113489199133,-0.15250970470359204
322,-0.11637032839768045,-0.15255407673512664
323,0.9468329681174835,0.21690224849904602
324,-0.11472756667663467,-0.1513856132380491
325,-0.10444473004559099,-0.13511586834203285
326,-0.116565589257701,-0.15197724032517695
327,-0.11600194223157584,-0.1505527985315765
328,-0.11670070209030238,-0.15255407673512664
329,-0.11607383084051098,-0.14990654552022945
330,-0.1145533183356019,-0.1513856132380491
331,-0.11647724851301325,-0.15255407673512664
332,-0.11638876054879721,-0.1526459523396638
333,0.08078269586540825,-0.01974858635209944
334,-0.11290227309080378,-0.14768794394349996
335,-0.1166079599241989,-0.1521991004828499
336,-0.11646790837406552,-0.1487232913459737
337,-0.11661987655260155,-0.1523943374216021
338,-0.11590950637407377,-0.15073482344220845
339,-0.11042491680808385,-0.14546934236677045
340,0.506552182345125,0.290855634390029
341,-0.11271970729902647,-0.14975863874844747
342,-0.10617493667800362,-0.14310283401825902
343,-0.11431217792523723,-0.14975863874844747
344,0.30644648929768764,1.1043428791908414
345,-0.11664911781356542,-0.1526797974911413
346,-0.1053154325478603,-0.004957909173902847
347,-0.11645713611239078,-0.1524547407575259
348,-0.11637574065186154,-0.15256886741230483
349,-0.114985115671282,-0.14472980850786063
350,-0.10706339264029063,-0.13808167250713824
351,-0.008951050558848136,0.5866691779539608
352,-0.1165630953901723,-0.15064607937913926
353,-0.029742219913435695,-0.07891129507967648
354,-0.11575640658348268,-0.15212514709695893
355,0.543655477452644,1.1782962650818243
356,-0.11665506478980923,-0.15257182554774046
357,-0.11657564922637856,-0.15255407673512664
358,-0.11614871403626519,-0.15108979969448516
359,-0.11016796495921716,-0.14546934236677045
360,-0.11574962831656692,-0.15191807761646417
361,-0.1037762091336316,-0.13955307149549182
362,-0.1166929150348117,-0.15280551824715596
363,-0.11665115343202749,-0.15255407673512664
364,-0.11656180700753305,-0.15252449538077023
365,-0.11630528291872544,-0.15256641215989325
366,-0.11648633970890461,-0.15252449538077023
367,-0.11629914056194905,-0.15249491402641385
368,-0.11671237077031107,-0.15284074915210208
369,-0.11654158781720152,-0.15242096064052285
370,1.0495568310894312,14.637812497240722
371,-0.11664213095967942,-0.15261915571471069
372,-0.11159351433648175,-0.14943324385052714
373,-0.11380835444410346,-0.1478950134239947
374,0.10273053821689179,-0.004957909173902847
375,-0.1143923251076062,-0.1513856132380491
376,-0.1026179520714471,-0.1365949360598525
377,-0.11169331865408896,-0.14103213921331148
378,-0.0778542975227534,-0.07595315962924648
379,-0.10273676845598573,-0.1404405121261836
380,-0.11647471806513929,-0.1522730538687409
381,0.2012986137415582,0.11938701568314398
382,-0.11211035589048537,-0.14546934236677045
383,-0.1165009404210462,-0.1525786204735802
384,-0.11226000943588332,-0.1491306147629195
385,-0.11670030397619915,-0.15249491402641385
386,-0.11673868091330937,-0.15197724032517695
387,-0.11618667649156351,-0.15103063698577238
388,-0.10246316022982685,-0.13807400377767218
389,-0.11131332407479691,-0.056725279297590914
390,-0.11499097846873288,-0.13807400377767218
391,-0.11665855072946281,-0.15255407673512664
392,-0.11619918704985932,-0.15249491402641385
393,-0.11644526944644994,-0.15212514709695893
394,-0.11672932317792845,-0.15282030892433418
395,-0.11672193738476565,-0.15279072756997777
396,-0.11518178435870953,-0.151829333553395
397,-0.11088127590120089,-0.14546934236677045
398,-0.11614781808910296,-0.14842747780240978
399,-0.11653271323283934,-0.15255407673512664
400,-0.116267739228522,-0.15156310136418746
401,-0.11653102739691852,-0.15242096064052285
402,-0.11672086208316215,-0.1513856132380491
403,-0.1160499096534648,-0.1513856132380491
404,-0.11368090049944025,-0.14990654552022945
405,-0.11650480517475445,-0.15168142678161303
406,-0.11639634750063765,-0.15259253249578994
407,-0.11665122919597852,-0.1521991004828499
408,-0.08592965531809933,-0.07710755393837856
409,-0.11628545641779028,-0.15255407673512664
410,-0.11663599981414945,-0.15247598195962575
411,-0.11650854269475332,-0.15255407673512664
412,-0.11673042475797907,-0.1525984487666612
413,-0.11589835215955434,-0.15248012334923564
414,-0.11659454670537828,-0.15270937884549768
415,-0.11674603290006771,-0.14399026698738002
416,-0.11632750221176892,-0.15064607937913926
417,0.7895777231468821,2.568619919832304
418,0.10712010664329281,-0.0019997737382635287
419,-0.11658042106735425,-0.15221389116002812
420,-0.11376599624424297,-0.15037984718993172
421,-0.11601837669406159,-0.1513856132380491
422,-0.10445520503942873,-0.13807400377767218
423,-0.11627382420586528,-0.15162226407290025
424,-0.11608321034215516,-0.15153352000983106
425,1.5923757916157297,1.2078776194382175
426,-0.11668826694878168,-0.14325074079004096
427,-0.11547905637969876,-0.15138173504853958
428,-0.11634854352022951,-0.15259723880052398
429,-0.11656953790049308,-0.15253816640368603
430,-0.11655813509342233,-0.15255407673512664
431,-0.11663829685365341,-0.15255407673512664
432,-0.1159375002807577,-0.15164376137557542
433,-0.11659243987619558,-0.15255407673512664
434,-0.1166179630762264,-0.15278849417772386
435,-0.11672501317835729,0.0968019498120897
436,-0.1164552609093759,-0.15208817040401343
437,-0.11529814302482577,-0.1513856132380491
438,-0.11671679040583263,-0.15253772914689662
439,-0.11662928129906673,-0.13807400377767218
440,-0.11640593134834584,-0.12698099589402473
441,-0.11664053846791955,-0.15156030758275663
442,-0.11642423686294773,-0.14975863874844747
443,2.0682280705330482,2.5755715381060567
444,-0.11632495894103523,-0.15205119371106796
445,-0.11607252328801225,-0.15212514709695893
446,-0.11438269874256807,-0.14901910488953765
447,-0.11654317269132215,-0.14975863874844747
448,-0.07065741462594868,-0.12180425888165591
449,-0.11664533150694462,-0.1474512931086488
450,-0.11664901599752578,-0.1513856132380491
451,-0.11663779533062861,-0.15249491402641385
452,-0.09348417827861079,0.11336750825166989
453,-0.09480004097115433,-0.13807400377767218
454,-0.11653380925861957,-0.1513856132380491
455,-0.09480004097115433,-0.13807400377767218
456,-0.02379632440192866,-0.040455534401574664
457,-0.11659891420577984,-0.15212514709695893
458,-0.11644862756786588,-0.15162226407290025
459,-0.11635298623213099,-0.15255407673512664
460,-0.11217140983000641,0.8824827215178925
461,0.2609728059900018,-0.15286468095586875
462,-0.07577005749253204,-0.0333560093560403
463,-0.11597285682512015,-0.15206598438824614
464,-0.1167132432340528,-0.15130988494959816
465,-0.11640008176689243,-0.15249152991947548
466,-0.11645211573841592,-0.1513116598521581
467,-0.11673897026169847,-0.15255407673512664
468,-0.11597345970095323,-0.15108979969448516
469,-0.11642354778196035,-0.15255407673512664
470,-0.11596461904811667,-0.1489776909934387
471,-0.11634700551973585,-0.1525831256398953
472,-0.11619587758961385,-0.15240785610054297
473,-0.11670542057621859,-0.15266692960199627
474,0.5598099335844618,0.9534779719732361
475,-0.11646418989553073,-0.1513856132380491
476,-0.11673217592269783,-0.1525733046154583
477,-0.11629693114573347,-0.15162226407290025
478,-0.11238162011663753,-0.14546934236677045
479,-0.09707468969463573,-0.0789112950648858
480,-0.11640944222986044,-0.1466525965410262
481,-0.11560014623237572,-0.15191807761646417
482,-0.11672219770812117,-0.15283362053379454
483,-0.11489080814205999,-0.15037984718993172
484,-0.11622605207950279,-0.15242096064052285
485,-0.09480004097115433,-0.13807400377767218
486,0.2194686321889618,0.3648090202810119
487,-0.11552834957857898,1.2981007502252169
488,-0.11142390493639422,-0.15286468095586875
489,-0.03280430025513732,-0.0937019722430824
490,-0.11667025029336223,-0.14990654552022945
491,-0.11623525196024963,-0.04932994070849262
492,-0.1162962726271993,-0.15206219621479794
493,-0.11665148251256274,-0.15255407673512664
494,-0.11653649904616914,-0.15286468095586875
495,-0.10717086263911785,-0.14546934236677045
496,-0.09962394182985823,-0.13807400377767218
497,-0.09522292038338998,0.0024374294151954484
498,0.27699037008340965,-0.1500544522920114
499,-0.1059003669899473,-0.13807400377767218
500,-0.11624336961249296,-0.1522434725143845
501,-0.11543101257523913,-0.1526428207981958
502,0.5325568441912424,0.5866691779539608
503,-0.10787400892651886,-0.14694841008459011
504,-0.11513914569568001,-0.1513116598521581
505,-0.11232837063376323,-0.14978822010280388
506,-0.1144736065236228,-0.1504981726073573
507,-0.11666401500487737,-0.152731564861265
508,-0.11663699040346821,-0.15279072756997777
509,-0.11521845967613611,-0.150172777709437
510,-0.11637694225761397,-0.1526205706944243
511,-0.11510890461862248,-0.1513116598521581
512,-0.11411387560051535,-0.15049937952661505
513,0.10273590836442899,-0.004827224148953472
514,-0.11121690476387404,-0.14842747780240978
515,-0.1167232930699422,-0.15197475334676283
516,-0.24663472006670595,-0.0789112950648858
517,-0.11667473264629125,-0.1528232670597698
518,-0.11674479333525291,-0.15286290607460737
519,-0.11455309888995893,-0.12180425888165591
520,-0.09434913302208835,-0.15286468095586875
521,-0.11621042557200702,-0.152502487681407
522,-0.09211401393599525,-0.15286468095586875
523,-0.09480004097115433,-0.13807400377767218
524,-0.11455309888995893,-0.1513856132380491
525,-0.11654413826559358,-0.1527369761784174
526,21.611368111937118,14.489905725458756
527,-0.09480004097115433,-0.13807400377767218
528,-0.07285219894218115,-0.12328332659947558
529,-0.11642017885929128,-0.1491670116613196
530,-0.09523411233387505,-0.1321544403537469
531,-0.11658773984999919,-0.15255407673512664
532,-0.1167450666025025,-0.15284989027869056
